Nazwa szkoły,Ulica nr,powiat - nazwa,Gmina/Dzielnica - nazwa,lat,long
SP IM. JANA PAWŁA II W HUSZLEWIE W ZESPOLE SZKOLNO WYCHOWAWCZYM W HUSZLEWIE,113,Łosicki,Huszlew,52.13919,22.84384
NIEPUBLICZNA SP W MOSTOWIE,10,Łosicki,Huszlew,52.13889,22.83078
SP IM. STEFANA ŻEROMSKIEGO W HADYNOWIE,1,Łosicki,Olszanka,54.1026813,23.3861664
NIEPUBLICZNA SP W PRÓCHENKACH,90,Łosicki,Olszanka,51.0398681,22.72424825
NIEPUBLICZNA SP W SZYDŁÓWCE,62,Łosicki,Olszanka,52.14383205,22.677088855121042
SP W OLSZANCE,38A,Łosicki,Olszanka,51.97,20.35062
SP IM.J. SŁOWACKIEGO W GÓRKACH,4,Łosicki,Platerów,51.1073668,20.7562604
SP W LIPNIE,25,Łosicki,Platerów,52.3019807,22.8184308
SP IM. J. KORCZAKA W PLATEROWIE,Siedlecka 7,Łosicki,Platerów,52.298627749999994,22.82583824992521
SP W RUSKOWIE,104,Łosicki,Platerów,52.3019807,22.8184308
SZKOŁA PODSTWAWOWA SPECJALNA W CZUCHOWIE PIEŃKACH Z SIEDZIBĄ W CZUCHOWIE PIEŃKACH,1,Łosicki,Platerów,51.1067485,20.7575864
SP IM. BOHATERÓW AKCJI V 2 W SARNAKACH,3 Maja 27,Łosicki,Sarnaki,52.3147428,22.889401
SP W SERPELICACH,83,Łosicki,Sarnaki,52.314485,22.8898812
SP W STAREJ KORNICY,172,Łosicki,Stara Kornica,52.183758850000004,22.934528114676503
SP IM. BŁOGOSŁAWIONEJ KAROLINY KÓZKÓWNY W STARYCH SZPAKACH,36,Łosicki,Stara Kornica,52.1672282,22.9517182
SP IM. MARII KONOPNICKIEJ W KOBYLANACH,114,Łosicki,Stara Kornica,52.1769632,22.9410998
ZESPÓŁ SZKÓŁ NR 1 SP NR 1 W ŁOSICACH,Szkolna 3,Łosicki,Łosice,52.216716500000004,22.70634162178453
SP NR 2 IM. MIKOŁAJA KOPERNIKA W ŁOSICACH,Bialska 15,Łosicki,Łosice,52.21225965,22.72123471885117
SP IM. STEFANA ŻEROMSKIEGO W NIEMOJKACH,157,Łosicki,Łosice,52.2115134,22.717294
SAMORZĄDOWA SP W SŁAWĘCINIE,62,Żuromiński,Bieżuń,52.9617996,19.8899936
SAMORZĄDOWA SP IM. ANDRZEJA ZAMOYSKIEGO W BIEŻUNIU,Stefana Gołębiowskiego 1,Żuromiński,Bieżuń,52.9596979,19.8865795
SP W GOŚCISZCE,82,Żuromiński,Kuczbork-Osada,53.0852777,20.0473242
SP IM. ADAMA MICKIEWICZA,Adama Mickiewicza 6,Żuromiński,Kuczbork-Osada,53.08372,20.0442
SP IM. JANA PAWŁA II,Szkolna 2,Żuromiński,Kuczbork-Osada,53.09311,19.96301
SP IM. JANA PAWŁA II W ZIELUNIU,Szkolna 7,Żuromiński,Lubowidz,53.17819,19.85024
SP W SYBERII,49,Żuromiński,Lubowidz,54.5420217,17.810429245825855
SP W LUBOWIDZU,Jana Pawła II 46 a,Żuromiński,Lubowidz,53.12069165,19.84269327324877
SP W MLECZÓWCE,41,Żuromiński,Lubowidz,53.1216748,19.8407986
SAMORZĄDOWA SP IM. ŚW. ST. KOSTKI W SWOJECINIE,22,Żuromiński,Lutocin,52.9813101,19.7659778
SAMORZĄDOWA SP W LUTOCINIE,Szkolna 14,Żuromiński,Lutocin,52.98105,19.76069
SAMORZĄDOWA SP W PRZERADZU MAŁYM,9,Żuromiński,Lutocin,52.9813101,19.7659778
SP IM. JANA PAWŁA II W ŁASZEWIE,36,Żuromiński,Siemiątkowo,52.8796055,20.0340273
SP IM. MAJORA HENRYKA SUCHARSKIEGO W SIEMIĄTKOWIE,Warszawska 3a,Żuromiński,Siemiątkowo,52.87954,20.03526
SP W BĘDZYMINIE,Główna 36,Żuromiński,Żuromin,53.05017,19.82745
SP NR 1 IM. STEFANA ŻEROMSKIEGO W ŻUROMINIE,Wyzwolenia 12,Żuromiński,Żuromin,53.0710493,19.91028447087701
SP NR 2 W ŻUROMINIE IM. KORNELA MAKUSZYŃSKIEGO,Wiatraczna 16,Żuromiński,Żuromin,53.06470615,19.916262582495882
SP W CHAMSKU,Szkolna 19,Żuromiński,Żuromin,53.1793,19.85009
SP W PONIATOWIE,Szkolna 4,Żuromiński,Żuromin,53.04098,19.86475
SP W RACZYNACH,Kopernika 5,Żuromiński,Żuromin,53.0721911,19.9190756
SP W KLICZEWIE DUŻYM,Wspólna 68,Żuromiński,Żuromin,53.04677,20.00927
SP IM. KS. KAN. MARIANA LIPSKIEGO W OSUCHOWIE,Szkolna 1,Żyrardowski,Mszczonów,51.97500355,20.517668399999998
SP W PIEKARACH,Piekarska 47,Żyrardowski,Mszczonów,51.915053,20.538415954672228
SP IM. JANA ADAMA MAKLAKIEWICZA W MSZCZONOWIE,Warszawska 27,Żyrardowski,Mszczonów,51.97457165,20.517849276200664
SP IM.MJR. JÓZEFA WIŚNIEWSKIEGO W LUTKÓWCE,Szkolna 1,Żyrardowski,Mszczonów,51.97500355,20.517668399999998
SP IM. KRÓLA JANA III SOBIESKIEGO W PUSZCZY MARIAŃSKIEJ,Konstytucji 3 Maja 3,Żyrardowski,Puszcza Mariańska,51.97946,20.35045
SP W BARTNIKACH,Miodowa 47,Żyrardowski,Puszcza Mariańska,52.00148,20.27119
SP W WALERIANACH,24,Żyrardowski,Puszcza Mariańska,51.9788831,20.3494459
SP W MICHAŁOWIE,39,Żyrardowski,Puszcza Mariańska,51.9788831,20.3494459
SP W ZAKŁADZIE POPRAWCZYM-MŁODZIEŻOWYM OŚRODKU ADAPTACJI SAPOŁECZNEJ W STUDZIEŃCU,5,Żyrardowski,Puszcza Mariańska,51.9788831,20.3494459
SP IM. KORNELA MAKUSZYŃSKIEGO W KORYTOWIE A,Szkolna 3,Żyrardowski,Radziejowice,52.0481331,20.5842902
SP IM.J.CHEŁMOŃSKIEGO W KUKLÓWCE RADZIEJOWICKIEJ,Szkolna 30,Żyrardowski,Radziejowice,52.0438707,20.590333313895936
SP IM.WŁADYSŁAWA RDZANOWSKIEGO W RADZIEJOWICACH,Główna 2,Żyrardowski,Radziejowice,52.0179335,20.4878377
SP IM. MARII KOWNACKIEJ W WISKITKACH,Kościuszki 25,Żyrardowski,Wiskitki,52.082638,20.3857665
SP IM. PROF. ZBIGNIEWA RELIGI W MIEDNIEWICACH,86,Żyrardowski,Wiskitki,52.0868993,20.3832461
SP IM. ŚWIĘTEGO JANA PAWŁA II WE FRANCISZKOWIE,Dębowa 25,Żyrardowski,Wiskitki,52.01716,20.32582
SP IM. ALEKSANDRA KAMIŃSKIEGO W GUZOWIE,Rodu Łubieńskich 2,Żyrardowski,Wiskitki,52.11646,20.33684
SP NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI IM. STANISŁAWA STASZICA W ŻYRARDOWIE,Janiny Jadwigi Kacperskiej 6B,Żyrardowski,Żyrardów,52.067662850000005,20.44575551635796
SP NR 7 IM. HENRYKA SIENKIEWICZA W ŻYRARDOWIE,Franklina Roosevelta 2,Żyrardowski,Żyrardów,52.0533632,20.429418044257552
SP NR 6 IM. ELIZY ORZESZKOWEJ W ŻYRARDOWIE,Józefa Mireckiego 56,Żyrardowski,Żyrardów,52.05787825,20.445778197727087
SP NR 4 IM. MIKOŁAJA REJA W ŻYRARDOWIE,Radziwiłłowska 16,Żyrardowski,Żyrardów,52.04945325,20.436860872666667
SPOŁECZNA SP NR 2 IM. PAWŁA HULKI-LASKOWSKIEGO SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO W ŻYRARDOWIE,Armii Krajowej 3,Żyrardowski,Żyrardów,52.05747,20.43411924537121
SP NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI I DWUJĘZYCZNYMI IM. FILIPA DE GIRARDA W ŻYRARDOWIE,Jasna 11,Żyrardowski,Żyrardów,52.06034615,20.435760143311715
SP NR 2 IM. MARII KONOPNICKIEJ W ŻYRARDOWIE,Gabriela Narutowicza 35,Żyrardowski,Żyrardów,52.0573026,20.4384877
NIEPUBLICZNA SP NR 1 IM. KRZYSZTOFA KOLUMBA W ŻYRARDOWIE,Adama Mickiewicza 126/128,Żyrardowski,Żyrardów,52.03924,20.45495
