ID OKE,województwo - nazwa,powiat - nazwa,Gmina/Dzielnica - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,liczba zdających,pol_odchylenie standardowe,pol_mediana,pol_modalna,mat_wynik średni,mat_odchylenie standardowe,mat_mediana,mat_modalna,ang_wynik średni,ang_odchylenie standardowe,ang_mediana,ang_modalna,lat,long
7,Mazowieckie,Białobrzeski,Białobrzegi,Obszar wiejski,1401015,53424,dla młodzieży,Tak,PUBLICZNA SP IM. JANUSZA KORCZAKA W SUCHEJ,Sucha,Szlachecka 88A,36,17.707935725383713,53.0,53.0,49.666666666666664,27.68673970614011,50.0,16.0,64.47058823529412,30.588574658750918,75.0,96.0,51.6169899,20.953985020577502
7,Mazowieckie,Białobrzeski,Białobrzegi,Miasto,1401014,53602,dla młodzieży,Tak,PUBLICZNA SP NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W BIAŁOBRZEGACH,Białobrzegi,Rzemieślnicza 21,139,19.42236066455274,64.0,62.0,56.115107913669064,29.856028430142004,56.0,16.0,59.422222222222224,30.036389452762545,62.0,98.0,51.645062,20.9534861
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,26129,dla młodzieży,Tak,PUBLICZNA SP IM. MARII KONOPNICKIEJ W OLKOWICACH,Olkowice,23,19,26.72088209932833,47.0,7.0,38.31578947368421,27.045872594108165,28.0,24.0,44.705882352941174,28.97618638058897,33.0,20.0,51.6806227,20.9603967
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,31929,dla młodzieży,Tak,PUBLICZNA SP IM. WŁADYSŁAWA ROSŁOŃCA W PRZYBYSZEWIE,Przybyszew,Władysława Rosłońca 5,21,16.1183266350679,47.0,33.0,33.904761904761905,21.260078309009483,28.0,16.0,32.75,23.79259338533738,22.0,16.0,51.6655235,20.854947
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,26130,dla młodzieży,Tak,PUBLICZNA SP IM. TADEUSZA KIERZKOWSKIEGO W PROMNIE,Promna-Kolonia,39,17,17.653724231412316,51.0,27.0,50.8235294117647,24.83885782662898,56.0,24.0,54.23529411764706,29.508781169170057,55.0,16.0,51.682349450000004,20.95222422400395
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,80552,dla młodzieży,Tak,PUBLICZNA SP IM. HENRYKA SIENKIEWICZA W ROGOLINIE,Rogolin,4a,42,15.228345094955845,51.0,53.0,47.42857142857143,27.151377108934355,36.0,20.0,41.357142857142854,26.03003890066375,28.0,25.0,52.94307,20.09258
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,74430,dla młodzieży,Tak,PUBLICZNA SP IM. DIONIZEGO FELIKSA CZACHOWSKIEGO W BUKÓWNIE,Bukówno,1,19,15.936856010561964,60.0,58.0,60.8421052631579,26.32841802250692,56.0,92.0,59.10526315789474,28.112358654891878,55.0,22.0,50.4306384,20.766533458930695
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,80553,dla młodzieży,Tak,PUBLICZNA SP IM. JANUSZA KORCZAKA W CZARNOCINIE,Czarnocin,58,6,15.15933888913219,58.0,,54.666666666666664,24.073960113690386,52.0,28.0,49.0,29.70409623828561,38.5,,50.4282539,20.753996771296297
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,85604,dla młodzieży,Tak,PUBLICZNA SP IM. MARII KONOPNICKIEJ W STARYM GOŹDZIE,Stary Gózd,90,30,15.833894726889596,61.0,51.0,51.46666666666667,29.928507406076164,52.0,28.0,58.833333333333336,31.256021642059448,53.0,100.0,51.5462702,20.9749741
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,85601,dla młodzieży,Tak,PUBLICZNA SP IM. OJCA ŚWIĘTEGO JANA PAWŁA II W STAREJ BŁOTNICY,Stara Błotnica,49,31,15.861261128250932,56.0,56.0,52.516129032258064,26.933455592940525,56.0,72.0,43.16129032258065,25.436951498968465,33.0,16.0,51.545798149999996,20.972290156730764
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,55748,dla młodzieży,Tak,PUBLICZNA SP IM. BISKUPA JANA CHRAPKA W STARYCH SIEKLUKACH,Stare Siekluki,78,19,13.596683643233847,53.0,47.0,38.10526315789474,20.616535869212786,32.0,20.0,46.73684210526316,26.078509210828745,47.0,11.0,51.54779,20.9582
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9148,dla młodzieży,Tak,PUBLICZNA SP IM. DIONIZEGO CZACHOWSKIEGOW STROMCU,Stromiec,Radomska 27,26,13.443119266795998,56.0,51.0,59.69230769230769,28.239047203867354,64.0,64.0,59.11538461538461,26.916290353437127,61.0,20.0,51.638726500000004,21.08701856640905
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,7705,dla młodzieży,Tak,PUBLICZNA SP IM. ARMII KRAJOWEJ W BOŻEM,Boże,1,11,21.785961056918136,56.0,56.0,39.27272727272727,23.061541811938802,28.0,24.0,44.81818181818182,27.537802717580732,36.0,75.0,51.6464554,21.0910141
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9147,dla młodzieży,Tak,PUBLICZNA SP IM. TADEUSZA KOŚCIUSZKI W PODLESIU DUŻYM,Podlesie Duże,71,9,15.205587017383111,58.0,56.0,55.111111111111114,21.06310330857384,48.0,48.0,58.111111111111114,37.05084927634946,71.0,96.0,51.6464554,21.0910141
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9145,dla młodzieży,Tak,PUBLICZNA SP IM. ŚW JANA PAWŁA II W BOBRKU,Bobrek-Kolonia,24,8,18.866305944725905,54.5,44.0,50.0,24.08318915758459,50.0,52.0,47.375,31.83919557714987,46.0,18.0,51.61119,21.05491
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9146,dla młodzieży,Tak,PUBLICZNA SP IM. KS. KAZIMIERZA KNIEDZIAŁOWSKIEGO W DOBIESZYNIE,Kolonia Sielce,45a,20,14.333875958721006,64.0,58.0,52.8,26.761165893884368,56.0,28.0,47.15,28.274148970393433,40.0,22.0,51.6170655,21.1986298
7,Mazowieckie,Białobrzeski,Wyśmierzyce,Obszar wiejski,1401065,62364,dla młodzieży,Tak,PUBLICZNA SP W KOSTRZYNIU,Kostrzyn,66A,9,11.450376024878446,53.0,51.0,51.111111111111114,24.05754418262108,44.0,44.0,52.333333333333336,30.35347316755256,56.0,,51.6251076,20.8119331
7,Mazowieckie,Białobrzeski,Wyśmierzyce,Miasto,1401064,62365,dla młodzieży,Tak,PUBLICZNA SP IM.BŁ.KS.PROF FRANCISZKA ROSŁAŃCA W WYŚMIERZYCACH,Wyśmierzyce,Adama Mickiewicza 4,24,19.885610375344278,52.0,56.0,41.0,23.41651838624464,32.0,20.0,49.291666666666664,33.08760992509969,36.5,16.0,51.624430000000004,20.813474124438116
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,29137,dla młodzieży,Tak,SP NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W CIECHANOWIE,Ciechanów,Władysława Broniewskiego 1,136,20.7304906826789,51.0,67.0,47.38235294117647,27.26721227136913,44.0,12.0,60.779411764705884,32.67884978366575,64.5,100.0,52.8879408,20.5997081
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,25735,dla młodzieży,Tak,SP NR 6 IM. TADEUSZA KOŚCIUSZKI W CIECHANOWIE,Ciechanów,Wiklinowa 4,56,17.61985197649144,59.0,38.0,45.714285714285715,27.483575800385037,38.0,24.0,54.142857142857146,31.579507692844878,48.0,98.0,52.8781688,20.6058374
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,57848,dla młodzieży,Tak,SP NR 7 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA PAWŁA II W CIECHANOWIE,Ciechanów,Stefana Czarnieckiego 40,98,18.846538232045297,60.0,60.0,51.755102040816325,28.650270228625445,50.0,20.0,65.46938775510205,31.495125661623938,80.0,100.0,52.87067,20.59719
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,25740,dla młodzieży,Nie,SPOŁECZNA SP STO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. IRENY SENDLEROWEJ W CIECHANOWIE,Ciechanów,Stanisława Wyspiańskiego 11A,33,9.695643848753587,78.0,82.0,81.6969696969697,20.10952563140896,88.0,100.0,93.03030303030303,10.142872847726247,96.0,100.0,52.8875179,20.5991201
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,29139,dla młodzieży,Tak,"SP NR 4 IM 21. WARSZAWSKIEGO PUŁKU PIECHOTY ""DZIECI WARSZAWY"" W CIECHANOWIE",Ciechanów,Płońska 143,104,19.13309570695137,69.0,87.0,62.57692307692308,29.20968369054645,72.0,92.0,64.1747572815534,29.328877444006505,75.0,100.0,52.863144750000004,20.63133605456878
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,63394,dla młodzieży,Tak,SP NR 3 IM. ORŁA BIAŁEGO W CIECHANOWIE,Ciechanów,Powstańców Wielkopolskich 1,155,21.586296574259407,64.0,78.0,53.44516129032258,30.530395628488833,48.0,88.0,66.4,31.392540720738513,82.0,100.0,52.882460699999996,20.632445951198786
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,126498,dla młodzieży,Nie,SP TWP,Ciechanów,Ignacego Kraszewskiego 8a,16,13.676936563061188,83.0,82.0,83.0,20.223748416156685,96.0,96.0,88.9375,11.632222218905554,92.0,89.0,52.8864865,20.6024367
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,24396,dla młodzieży,Tak,SP W CHOTUMIU,Chotum,25,4,,,,,,,,,,,,51.577105200000005,16.431551937009136
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,6890,dla młodzieży,Tak,SP IM. 11 PUŁKU UŁANÓW LEGIONOWYCH W GUMOWIE,Gumowo,6,29,12.177638812152336,69.0,73.0,64.13793103448276,28.603983491490318,76.0,80.0,64.41379310344827,25.971492649440705,69.0,25.0,51.5877085,16.4367241
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,7966,dla młodzieży,Nie,NIEPUBLICZNA SP W GORYSZACH,Gorysze,14,4,,,,,,,,,,,,51.5803675,16.429229077199636
7,Mazowieckie,Ciechanowski,Glinojeck,Miasto,1402034,12892,dla młodzieży,Tak,SP IM. M. KONOPNICKIEJ W GLINOJECKU,Glinojeck,Płocka 7,88,20.11665360009253,65.5,80.0,43.86363636363637,25.806615527005434,40.0,16.0,54.80681818181818,28.064802428140812,50.0,24.0,52.8184859,20.2858114
7,Mazowieckie,Ciechanowski,Glinojeck,Obszar wiejski,1402035,12051,dla młodzieży,Tak,SP W WOLI MŁOCKIEJ,Wola Młocka,32,8,21.975839005598854,60.0,,41.5,24.57132475061123,38.0,,63.0,27.95084971874737,75.5,31.0,52.819174,20.2862655
7,Mazowieckie,Ciechanowski,Glinojeck,Obszar wiejski,1402035,68145,dla młodzieży,Tak,SP IM. ŻOŁNIERZY ARMII KRAJOWEJ W OŚCISŁOWIE,Ościsłowo,81,17,13.495609948767537,58.0,49.0,44.0,25.48355871352905,40.0,24.0,51.94117647058823,32.95356909748891,38.0,24.0,52.819174,20.2862655
7,Mazowieckie,Ciechanowski,Gołymin-Ośrodek,Gmina wiejska,1402042,81251,dla młodzieży,Tak,SP IM. P. J. GOŁASZEWSKIEGO W GOŁYMINIE-OŚRODKU,Gołymin-Ośrodek,ks. Michalaka 10C,46,20.022777672163386,56.0,56.0,46.43478260869565,26.539267194359574,44.0,12.0,58.21739130434783,30.635950069697003,61.0,18.0,52.806429050000006,20.873945391186712
7,Mazowieckie,Ciechanowski,Grudusk,Gmina wiejska,1402052,87350,dla młodzieży,Tak,SP,Grudusk,Szkolna 2,27,19.870568843715557,67.0,67.0,52.888888888888886,33.34814485742945,56.0,92.0,52.074074074074076,29.083437982525414,42.0,36.0,53.05599205,20.624094100922342
7,Mazowieckie,Ciechanowski,Grudusk,Gmina wiejska,1402052,44647,dla młodzieży,Tak,SP W HUMIĘCINIE,Humięcino,20,8,21.262863753502252,51.0,40.0,52.5,33.13231051405863,50.0,24.0,48.75,32.13156547695739,36.0,,53.0616402,20.625647
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,3888,dla młodzieży,Tak,SP IM. WACŁAWA KOZIŃSKIEGO W KRASZEWIE,Kraszewo,57A,23,20.200975102332713,56.0,13.0,41.391304347826086,28.002700382881994,32.0,8.0,39.30434782608695,25.970610115899483,33.0,15.0,52.7669148,20.5427378
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,86846,dla młodzieży,Tak,SP W OJRZENIU,Ojrzeń,Przedszkolna 7,15,16.88786546606764,56.0,38.0,36.53333333333333,19.203703346548085,32.0,12.0,41.266666666666666,27.537772039307917,31.0,15.0,52.767658100000006,20.545622396448568
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,3886,dla młodzieży,Tak,SP IM. MARII KONOPNICKIEJ W MŁOCKU,Młock,72,20,19.535608513685972,47.5,56.0,36.0,24.363907732545698,26.0,52.0,51.55,30.52617729097438,51.0,89.0,52.7669148,20.5427378
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74873,dla młodzieży,Tak,SP IM.ZYGMUNTA KRASIŃSKIEGO W OPINOGÓRZE GÓRNEJ,Opinogóra Górna,Zygmunta Krasińskiego 25,41,17.594412611557864,60.0,67.0,51.1219512195122,29.187530850833415,52.0,28.0,40.34146341463415,25.747943091986468,33.0,75.0,52.907836700000004,20.717273468753348
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74874,dla młodzieży,Tak,SP IM. ŚW. STANISŁAWA KOSTKI W WOLI WIERZBOWSKIEJ,Wola Wierzbowska,27,13,13.269620953014687,47.0,36.0,50.15384615384615,24.18469367769672,44.0,36.0,28.153846153846153,19.242765489103665,20.0,20.0,52.9038465,20.7143163
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74875,dla młodzieży,Tak,SP IM. MARII KONOPNICKIEJ W KOŁACZKOWIE,Kołaczków,Szkolna 2,12,10.734161458736413,57.0,47.0,47.0,27.718826333979827,42.0,92.0,49.75,29.45087717991888,46.5,76.0,52.8963485,20.8136053
7,Mazowieckie,Ciechanowski,Regimin,Gmina wiejska,1402082,23551,dla młodzieży,Tak,SP IM. STEFANA ŻEROMSKIEGO W SZULMIERZU,Szulmierz,78,13,16.150549114082484,76.0,76.0,55.69230769230769,27.465739820826336,60.0,20.0,42.61538461538461,29.029264972645638,24.0,18.0,52.94148,20.55454
7,Mazowieckie,Ciechanowski,Regimin,Gmina wiejska,1402082,23609,dla młodzieży,Tak,SP IM.ZYGMUNTA PADLEWSKIEGO W ZEŃBOKU,Zeńbok,50,9,18.920887928424502,67.0,,60.44444444444444,28.312192548680866,56.0,92.0,52.77777777777778,28.59595067595635,49.0,24.0,52.94148,20.55454
7,Mazowieckie,Ciechanowski,Regimin,Gmina wiejska,1402082,26884,dla młodzieży,Tak,SP IM. TEOFILA LENARTOWICZA W REGIMINIE,Regimin,Heleny Dobrzynieckiej 1,45,20.387602139232907,53.0,60.0,41.955555555555556,27.085014762620272,32.0,20.0,56.62222222222222,30.13915053649867,55.0,98.0,52.9424102,20.5508267
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,83501,dla młodzieży,Nie,SPOŁECZNA SP W KAŁĘCZYNIE,Kałęczyn,11,4,,,,,,,,,,,,52.7813961,20.6961175
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,89315,dla młodzieży,Tak,SP W SOŃSKU,Sońsk,Szkolna 4,47,17.89921990859801,60.0,44.0,50.638297872340424,28.34770847575101,48.0,32.0,58.108695652173914,29.945042604069645,56.5,20.0,52.78355835,20.686477850000003
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,83502,dla młodzieży,Tak,"SP IM."" BOHATERÓW BITWY POD SARNOWĄ GÓRĄ 1920""W BĄDKOWIE",Bądkowo,1,7,16.365718276136782,60.0,,38.285714285714285,26.86322119667008,36.0,36.0,40.285714285714285,21.71710508012577,31.0,,52.7813961,20.6961175
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,83504,dla młodzieży,Tak,SP W GĄSOCINIE,Gąsocin,Błotna 12,34,15.256628260607023,60.0,60.0,58.8235294117647,29.241862204557208,60.0,48.0,57.73529411764706,31.09880726247855,63.5,13.0,52.73593495,20.716609262911348
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,263530,dla młodzieży,Tak,SP SPECJALNA W MŁODZIEŻOWYM OŚRODKU SOCJOTERAPII,Gołotczyzna,Aleksandry Bąkowskiej 29,7,20.30783502161927,22.0,22.0,19.428571428571427,9.424241429983224,16.0,12.0,29.0,23.982136208913023,20.0,,52.802565099999995,20.696701656088116
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,263535,dla młodzieży,Tak,SP SPECJALNA W MŁODZIEŻOWYM OŚRODKU WYCHOWAWCZYM W GOŁOTCZYŹNIE,Gołotczyzna,Aleksandry Bąkowskiej 29,5,9.528903399657276,20.0,,21.6,8.616263691415206,24.0,,,,,,52.802565099999995,20.696701656088116
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,5746,dla młodzieży,Tak,SP IM. A.SASIMOWSKIEGO W BOROWIU,Borowie,Aleksandra Sasimowskiego 3,46,16.058141054925585,51.0,44.0,57.65217391304348,27.442602069001772,58.0,72.0,47.02173913043478,31.333749779372003,35.5,15.0,51.94510075,21.769407527893392
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,27549,dla młodzieży,Tak,PUBLICZNA SP IM KARDYNAŁA STEFANA WYSZYŃSKIEGO W GŁOSKOWIE,Głosków,Szkolna 6,29,18.85629994358452,67.0,64.0,58.89655172413793,27.77041942437934,56.0,28.0,54.57142857142857,34.097998026097585,56.5,20.0,51.943412050000006,21.769257900000003
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,27553,dla młodzieży,Tak,PUBLICZNA SP W IWOWEM,Iwowe,140,10,14.724469430169632,65.5,62.0,68.4,27.853904573685895,82.0,60.0,68.1,28.932507668710638,78.0,93.0,51.9487183,21.7671254
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,70421,dla młodzieży,Tak,PUBLICZNA SP NR 1 IM MARII KONOPNICKIEJ W GARWOLINIE,Garwolin,al. Żwirki i Wigury 16,62,17.34911165847374,60.0,69.0,61.74193548387097,27.53176200017985,62.0,96.0,70.04838709677419,27.451086951483322,79.0,100.0,51.89989815,21.61585444648409
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,86841,dla młodzieży,Tak,PUBLICZNA SP NR 2 IM.1 PUŁKU STRZELCÓW KONNYCH,Garwolin,Aleja Legionów 21,127,13.219382039419354,60.0,60.0,63.93700787401575,25.810865084330523,68.0,88.0,66.672,28.715926173466872,75.0,98.0,51.88302405,21.627524720390042
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,87121,dla młodzieży,Tak,PUBLICZNA SP NR 5 IM. JANUSZA KORCZAKA,Garwolin,Janusza Korczaka 10,121,18.647924800858075,56.0,64.0,58.333333333333336,28.847106536974476,64.0,48.0,67.43697478991596,30.951748475736334,78.0,100.0,51.90246755,21.605890460543417
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,74367,dla młodzieży,Tak,SP SPECJALNA NR 2 W ZESPOLE SZKÓŁ SPECJALNYCH NR 2 W GARWOLINIE,Garwolin,Aleja Legionów 11,10,15.913516267626084,24.5,31.0,10.8,3.6000000000000005,12.0,12.0,17.75,4.736823830374104,17.0,16.0,51.885689,21.626414249681154
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,264914,dla młodzieży,Nie,NIEPUBLICZNA SP Z ODDZIAŁAMI PRZYSPOSABIAJĄCYMI DO PRACY,Garwolin,Janusza Korczaka 10,2,,,,,,,,,,,,51.90246755,21.605890460543417
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,277051,dla młodzieży,Nie,NIEPUBLICZNA SP W GARWOLINIE,Garwolin,Jana Pawła II 5,7,8.46360756777064,47.0,53.0,50.857142857142854,13.130428906372636,48.0,40.0,78.42857142857143,16.58620031279999,82.0,,51.8986429,21.6127653613689
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49892,dla młodzieży,Tak,SP IM. ARMII KRAJOWEJ W RĘBKOWIE,Rębków,Starowiejska 8,18,18.961624663423308,52.5,58.0,58.22222222222222,26.16943840002761,64.0,24.0,65.05555555555556,27.937374851267737,72.0,20.0,51.882332399999996,21.55835889904967
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49720,dla młodzieży,Tak,SP W WOLI WŁADYSŁAWOWSKIEJ,Wola Władysławowska,27,6,19.267848867997692,48.0,,39.333333333333336,26.8741924943285,30.0,,44.5,27.909078570720794,36.5,,51.8973315,21.6149645
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,48608,dla młodzieży,Tak,SP IM. ORŁA BIAŁEGO W MICHAŁÓWCE,Michałówka,3,57,19.35354119500366,64.0,73.0,58.94736842105263,31.881590713264696,60.0,96.0,64.12280701754386,29.97137240852472,69.0,100.0,51.8973315,21.6149645
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49963,dla młodzieży,Tak,SP IM. MARII WÓJCIK W WILKOWYI,Wilkowyja,48,18,14.318791072495532,60.0,60.0,77.55555555555556,24.481789654585263,86.0,76.0,46.27777777777778,25.756995933263898,35.5,25.0,51.87201695,21.626342609130145
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,50849,dla młodzieży,Tak,SP IM. ŚW. JANA PAWŁA II W WOLI RĘBKOWSKIEJ W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W WOLI RĘBKOWSKIEJ,Wola Rębkowska,Długa 90,29,12.004755300364973,69.0,80.0,64.41379310344827,23.800198842083468,72.0,80.0,65.24,30.980355065750942,78.0,24.0,51.858967899999996,21.611259755264868
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49298,dla młodzieży,Tak,SP IM. KS. BRONISŁAWA MARKIEWICZA W RUDZIE TALUBSKIEJ,Ruda Talubska,Akacjowa 10,55,16.91118266631739,62.0,62.0,53.67272727272727,28.41449984871971,56.0,80.0,63.54545454545455,28.51718345254517,71.0,93.0,51.85539075,21.598894687710054
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50846,dla młodzieży,Tak,PUBLICZNA SP IM. MARII KOWNACKIEJ W SAMORZĄDKACH,Samorządki,44A,11,17.565932468021003,58.0,31.0,36.72727272727273,23.124528139032215,32.0,20.0,29.0,23.288701903790955,22.0,18.0,53.1980846,19.6445713
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,42338,dla młodzieży,Tak,PUBLICZNA SP IM. WŁADYSŁAWA JÓŹWICKIEGO W GÓRZNIE,Górzno,Długa 6,64,16.544654300936603,63.0,78.0,67.1875,28.58478343017487,80.0,96.0,67.140625,30.790048710734048,78.0,93.0,51.846815899999996,21.706244620534736
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50844,dla młodzieży,Tak,PUBLICZNA SP IM. MARII KONOPNICKIEJ W ŁĄKACH,Łąki,78,6,15.416441439796236,44.5,,36.666666666666664,28.03965445975079,20.0,20.0,38.666666666666664,31.562988170042175,25.0,25.0,53.1825483,19.64236862173913
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50847,dla młodzieży,Tak,PUBLICZNA SP IM. KRÓLOWEJ JADWIGI W UNINIE,Unin,86B,14,9.292305353113953,72.0,80.0,72.28571428571429,22.3971572540183,74.0,100.0,76.78571428571429,26.455295369003622,91.0,100.0,53.1980846,19.6445713
7,Mazowieckie,Garwoliński,Maciejowice,Gmina wiejska,1403072,15727,dla młodzieży,Tak,PUBLICZNA SP IM. TADEUSZA KOŚCIUSZKI W MACIEJOWICACH,Maciejowice,Tadeusza Kościuszki 19,74,18.379834004358077,54.5,62.0,47.189189189189186,26.08907593469668,40.0,40.0,50.95945945945946,30.76477416522906,43.0,84.0,51.6939521,21.5559255
7,Mazowieckie,Garwoliński,Maciejowice,Gmina wiejska,1403072,23093,dla młodzieży,Tak,PUBLICZNA SP W SAMOGOSZCZY IM. KS. JANA TWARDOWSKIEGO,Samogoszcz,2,30,17.86355694330406,71.0,49.0,65.86666666666666,31.525368973080855,80.0,96.0,58.23076923076923,31.80869219896165,59.0,98.0,51.89132,20.89425
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,9851,dla młodzieży,Tak,PUBLICZNA SP W ZGÓRZU,Zgórze,30,10,14.218298069740975,70.0,69.0,75.6,25.578115645997066,84.0,28.0,75.5,27.879203718901298,90.5,96.0,51.8839967,21.8234993
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,10000,dla młodzieży,Tak,PUBLICZNA SP IM. LEONA WYCZÓŁKOWSKIEGO W MIASTKOWIE KOŚCIELNYM,Miastków Kościelny,Szkolna 8,47,18.133352417462152,71.0,78.0,64.34042553191489,29.74878978103049,76.0,88.0,59.680851063829785,30.40024242832978,64.0,15.0,51.88170085,21.824679432926903
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,9850,dla młodzieży,Tak,PUBLICZNA SP IM. MARII KOWNACKIEJ W ZWOLI,Zwola,45,8,16.06821396422141,48.0,,31.0,26.589471600616662,20.0,8.0,38.75,14.964541422977184,37.5,,51.8839967,21.8234993
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,6325,dla młodzieży,Nie,NIEPUBLICZNA SP IM. JANA PAWŁA II W BRZEGACH,Brzegi,124,3,,,,,,,,,,,,51.8839967,21.8234993
7,Mazowieckie,Garwoliński,Parysów,Gmina wiejska,1403092,4121,dla młodzieży,Tak,PUBLICZNA SP,Wola Starogrodzka,102a,5,17.692936443677176,44.0,,44.8,28.329489935401238,40.0,,50.6,24.21239352067449,47.0,,51.9759282,21.6801952
7,Mazowieckie,Garwoliński,Parysów,Gmina wiejska,1403092,4120,dla młodzieży,Tak,PUBLICZNA SP,Parysów,Książęca 11,50,16.966838244057143,60.0,71.0,48.24,25.63010729591275,44.0,24.0,51.62,29.096315917998965,49.0,29.0,51.9774731,21.681913278225295
7,Mazowieckie,Garwoliński,Pilawa,Obszar wiejski,1403105,70923,dla młodzieży,Tak,PUBLICZNA SP W PUZNÓWCE,Puznówka,136,20,13.351404420509478,57.0,62.0,66.2,27.6976533302011,70.0,92.0,67.9,27.35123397581908,79.0,45.0,51.9595452,21.5271524
7,Mazowieckie,Garwoliński,Pilawa,Obszar wiejski,1403105,49924,dla młodzieży,Tak,PUBLICZNA SP IM. JULIANA TUWIMA W TRĄBKACH,Trąbki,Osadnicza 4,47,11.43153295392953,60.0,60.0,69.70212765957447,23.61023479261539,76.0,96.0,65.33333333333333,29.15780817856132,71.0,96.0,51.94964,21.58979
